"drop","Open","High","Low","Close","Adj.Close","Volume","OilPrice","deaths","DPRIME","TOTALSA","GoogleTrend","new_cases","new_deaths"
"76",-0.779591325526268,-0.78056447140936,-0.834710250436386,-0.850889850688179,-0.850889850688179,-1.12496236417448,-1.8849472490258,-0.270565189334768,-0.421741080129577,-2.14700699935935,0.0605198462241247,-0.156590743491752,1.53397962134018
"77",-0.820885922190827,-0.810427793272984,-0.810412633632606,-0.779026328059659,-0.779026328059659,-1.26289745839523,-2.54156365592197,-0.270565189334768,-0.421741080129577,-2.14700699935935,-0.108125415638917,0.160544621085681,2.4675276255419
"78",-0.783572275425387,-0.810427793272984,-0.786929318656589,-0.820950581356933,-0.820950581356933,-1.2856726646181,-2.17102163018566,-0.270565189334768,-0.421741080129577,-2.14700699935935,-0.276770677501959,-0.516806183070868,1.3436310027923
"79",-0.810096257151885,-0.815479742755113,-0.794990544405256,-0.790045698704486,-0.790045698704486,-1.28565192007241,-2.06822610046527,2.58969538363278,-0.421741080129577,-2.14700699935935,-0.445415939365001,-0.2089194539088,3.38428016340116
"80",-0.767759002918182,-0.709250903879853,-0.73502837220337,-0.6735188452814,-0.6735188452814,-1.114076087584,-2.00368007017572,-0.270565189334768,-0.421741080129577,-2.14700699935935,0.00430475893644408,-0.198123649000158,1.29604384815533
"81",-0.676086185819654,-0.700738344245088,-0.699705749475164,-0.720430360487883,-0.720430360487883,-1.2399125017659,-2.05946059017903,-0.270565189334768,-0.421741080129577,-2.14700699935935,0.172950020799486,-0.346514394177543,0.850963990080145
"82",-0.684727480067221,-0.703519211828334,-0.656598709064236,-0.670732294177281,-0.670732294177281,-1.21700130352125,-2.02519541360557,-0.270565189334768,-0.421741080129577,-2.14700699935935,1.5783272029915,-0.291813357204137,1.88808403672704
"83",-0.582012269797948,-0.600596452268287,-0.688615513092839,-0.700228136113753,-0.700228136113753,-0.934508995104214,-1.84510402045201,-0.270565189334768,-0.421741080129577,-2.14700699935935,1.46589702841614,-0.181998704725785,2.58929475652473
"84",-0.740287203811269,-0.750531177211487,-0.819646370958618,-0.827774360181666,-0.827774360181666,-0.840930349477019,-1.82518240616511,-0.270565189334768,-0.421741080129577,-0.810860034437192,1.85940263942991,-0.0929161234573409,1.79011048306269
"85",-0.825593635291819,-0.767170042771264,-0.795283645836106,-0.732985478960722,-0.732985478960722,-1.14736647352438,-1.79490155244902,2.58969538363278,-0.421741080129577,-0.810860034437192,0.397810369950209,-0.262932859996305,0.750191192025387
"86",-0.685327816013262,-0.710131494052533,-0.690765097294779,-0.721871169018465,-0.721871169018465,-1.19912181008225,-1.64270041929712,2.58969538363278,-0.421741080129577,-0.810860034437192,0.454025457237889,-0.344726553874201,0.687208193241162
"87",-0.706322591830545,-0.724221106756845,-0.69250765679331,-0.699119872401517,-0.699119872401517,-1.33438777275699,-1.2394869461303,-0.270565189334768,-0.421741080129577,-0.810860034437192,0.397810369950209,-0.301818386593993,1.93567119136401
"88",-0.705200986340493,-0.714024682405401,-0.67420305879206,-0.703141394329909,-0.703141394329909,-1.32506425194215,-1.33989188213627,-0.270565189334768,-0.421741080129577,-0.810860034437192,0.229165108087167,-0.291950883381317,2.22819223016185
"89",-0.679040378316191,-0.671384800341216,-0.650328988049706,-0.640793143589424,-0.640793143589424,-1.2189812551603,-1.33750128842184,-0.270565189334768,-0.421741080129577,-0.810860034437192,0.566455631813251,-0.14613875402606,2.06863529990848
"90",-0.684190302457906,-0.671384800341216,-0.653602260732555,-0.653664982344999,-0.653664982344999,-1.2100034767737,-1.23390889412997,-0.270565189334768,-0.421741080129577,-0.810860034437192,1.46589702841614,-0.425007459803115,-0.0377961038750174
