Date,Open,High,Low,Close,Adj.Close,Volume,OilPrice,deaths,DPRIME,TOTALSA,GoogleTrend,new_cases,new_deaths
2020-01-02,-1.26239399861971,-1.2790027103514898,-1.24522807702937,-1.2569288471231699,-1.2569288471231699,-0.49222145120362604,2.07467280663811,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.17621207410485,-1.1215087841320002,-1.06511879515547
2020-01-03,-1.23711805753783,-1.2430059935051498,-1.22045825391995,-1.23674251061446,-1.23674251061446,0.45815533554001703,2.23643631464772,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.0075668122418102,-1.1215087841320002,-1.06511879515547
2020-01-06,-1.2371654183916398,-1.24677565760802,-1.21544242988118,-1.2232374133666102,-1.2232374133666102,-0.42296924282733395,2.32966946951041,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.4572875105432501,-1.1215087841320002,-1.06511879515547
2020-01-07,-1.20410131032997,-1.21576907018424,-1.19368539732401,-1.19549898150006,-1.19549898150006,0.47009497406187395,2.2093429192175402,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.17621207410485,-1.1215087841320002,-1.06511879515547
2020-01-08,-1.1846704142334,-1.1742724459556002,-1.16946921477431,-1.1589576430833601,-1.1589576430833601,1.99853005132608,2.09539128549648,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.0075668122418102,-1.1215087841320002,-1.06511879515547
2020-01-09,-1.14770430419352,-1.17379348919262,-1.1619129286281002,-1.17605671481402,-1.17605671481402,1.68691240075418,2.03722017177874,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.11999698681717,-1.1215087841320002,-1.06511879515547
2020-01-10,-1.1718902189537,-1.19520613327794,-1.1605612470350701,-1.18110727486567,-1.18110727486567,-0.0972222516880602,2.05236059863678,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.28864224868021,-1.1215087841320002,-1.06511879515547
2020-01-13,-1.15339140594455,-1.13234325125134,-1.1307592576663101,-1.1071538685948998,-1.1071538685948998,1.4653145537481298,1.84278521633861,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.0075668122418102,-1.1215087841320002,-1.06511879515547
2020-01-14,-1.07320338262729,-1.09869482378802,-1.0771808681759,-1.08647668649817,-1.08647668649817,1.7509669479592698,1.86748801805437,-0.27056518933476803,1.75561984519057,1.1462680089485,-0.895136637666446,-1.1215087841320002,-1.06511879515547
2020-01-15,-1.09610968547322,-1.1134797364277098,-1.09038819159908,-1.11722333171075,-1.11722333171075,0.41093844459016293,1.77505172776316,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.06378189952949,-1.1215087841320002,-1.06511879515547
2020-01-16,-1.1529964451752501,-1.14960003932093,-1.1304824414577501,-1.12515538216395,-1.12515538216395,0.9143278953586871,1.88183158034093,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.11999698681717,-1.1215087841320002,-1.06511879515547
2020-01-17,-1.13110111014772,-1.1477306449040199,-1.1125849333008,-1.1298892852626599,-1.1298892852626599,-0.0200525417050927,1.8356134351953302,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.28864224868021,-1.1215087841320002,-1.06511879515547
2020-01-21,-1.09533560880999,-1.0968872571553,-1.07146478772109,-1.0717841553626801,-1.0717841553626801,0.461036522442009,1.88183158034093,2.5896953836327796,1.75561984519057,1.1462680089485,-1.23242716139253,-1.12147440258771,-1.06511879515547
2020-01-22,-1.02955492941223,-1.0259444400418398,-1.0214854323577,-1.03638278514301,-1.03638278514301,2.02442615920119,1.80453571690777,-0.27056518933476803,1.75561984519057,1.1462680089485,-0.838921550378766,-1.1215087841320002,-1.06511879515547
2020-01-23,-1.04162420636542,-1.04525596683792,-1.02718523573282,-1.0322030257747499,-1.0322030257747499,0.673956234499256,1.6810217083289998,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.0075668122418102,-1.1215087841320002,-1.06511879515547
2020-01-24,-1.03154540436179,-1.05783162536291,-1.02936750437591,-1.04388741481024,-1.04388741481024,0.0634442547146503,1.61328821975354,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.23242716139253,-1.1215087841320002,-1.06511879515547
2020-01-27,-1.07678936385836,-1.07238481513027,-1.0537627185168899,-1.05465348997438,-1.05465348997438,-0.0224727387027664,1.46029022203017,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.51350259783093,-1.12140563949912,-1.06511879515547
2020-01-28,-1.03492607360606,-1.0532741282128701,-1.02314654945953,-1.04059426482852,-1.04059426482852,-0.23217704617739005,1.3965410563120901,-0.27056518933476803,1.75561984519057,1.1462680089485,-1.34485733596789,-1.1215087841320002,-1.06511879515547
2020-01-29,-1.023551870104,-1.0332055972909902,-1.00791984218666,-1.01828633227654,-1.01828633227654,0.46080602748985,1.46268081574459,-0.27056518933476803,1.75561984519057,1.1462680089485,-0.614061201228043,-1.1215087841320002,-1.06511879515547
2020-01-30,-0.933932741582947,-0.938841783653077,-0.925565489330299,-0.9235765658174171,-0.9235765658174171,1.7520617989820302,1.46985259688788,-0.27056518933476803,1.75561984519057,1.1462680089485,0.17295002079948602,-1.1215087841320002,-1.06511879515547
2020-01-31,-0.9219582574260371,-0.9355664637377441,-0.901919346559174,-0.9081241324074191,-0.9081241324074191,0.220837732796697,1.33119816145106,2.5896953836327796,1.75561984519057,1.1462680089485,-0.7827064630910849,-1.12147440258771,-1.06511879515547
2020-02-03,-0.8687364821671809,-0.7298755990488441,-0.83514995958094,-0.7032046924723462,-0.7032046924723462,3.8527697434676003,1.3351824843084399,-0.27056518933476803,1.75561984519057,1.10755646706201,-0.16434050292659802,-1.12140563949912,-1.06511879515547
