Date,Open,High,Low,Close,Adj Close,Volume,OilPrice,deaths,DPRIME,TOTALSA
2010-08-16,3.69,3.76,3.652,3.756,3.756,2429000.0,74.56,0.0,3.25,0.4004666666666667
2010-08-17,3.792,3.88,3.756,3.83,3.83,2239500.0,76.74,0.0,3.25,0.4004666666666667
2010-08-18,3.918,3.918,3.72,3.754,3.754,3006500.0,75.1,0.0,3.25,0.4004666666666667
2010-08-19,3.708,3.85,3.666,3.758,3.758,2895500.0,74.84,0.0,3.25,0.4004666666666667
2010-08-20,3.73,3.822,3.702,3.82,3.82,1480000.0,73.48,0.0,3.25,0.4004666666666667
2010-08-23,3.818,4.078,3.8,4.026,4.026,5440500.0,73.08,0.0,3.25,0.4004666666666667
2010-08-24,3.85,3.942,3.79,3.84,3.84,3365500.0,70.61,0.0,3.25,0.4004666666666667
2010-08-25,3.832,3.996,3.712,3.98,3.98,2516500.0,70.74,0.0,3.25,0.4004666666666667
2010-08-26,3.978,4.0539999999999985,3.92,3.95,3.95,2169000.0,74.5,0.0,3.25,0.4004666666666667
2010-08-27,3.95,3.974,3.9,3.94,3.94,1898000.0,75.16,0.0,3.25,0.4004666666666667
2010-08-30,3.94,4.038,3.922,3.974,3.974,3664000.0,76.05,0.0,3.25,0.4004666666666667
2010-08-31,3.932,3.958,3.866,3.896,3.896,1005500.0,75.51,0.0,3.25,0.4004666666666667
2010-09-01,3.924,4.138,3.92,4.09,4.09,2474500.0,75.53,0.0,3.25,0.3974
2010-09-02,4.074,4.248,4.062,4.212,4.212,2435500.0,74.93,0.0,3.25,0.3974
2010-09-03,4.174,4.26,4.132,4.21,4.21,2173000.0,75.03,0.0,3.25,0.3974
2010-09-07,4.122,4.2,4.1,4.1080000000000005,4.1080000000000005,1217000.0,75.78,0.0,3.25,0.3974
2010-09-08,4.132,4.19,4.12,4.18,4.18,1442000.0,77.48,0.0,3.25,0.3974
2010-09-09,4.2,4.21,4.138,4.142,4.142,1881000.0,77.87,0.0,3.25,0.3974
2010-09-10,4.15,4.186,3.952,4.034,4.034,1933000.0,77.54,0.0,3.25,0.3974
2010-09-13,4.178,4.18,4.1,4.144,4.144,1804000.0,78.52,0.0,3.25,0.3974
2010-09-14,4.1080000000000005,4.32,4.106,4.224,4.224,3273500.0,78.89,0.0,3.25,0.3974
2010-09-15,4.1960000000000015,4.4,4.158,4.396,4.396,3423000.0,78.46,0.0,3.25,0.3974
2010-09-16,4.43,4.632,4.168,4.188,4.188,13422500.0,78.89,0.0,3.25,0.3974
2010-09-17,4.204,4.2639999999999985,3.96,4.046,4.046,5992500.0,77.43,0.0,3.25,0.3974
2010-09-20,4.134,4.27,4.032,4.212,4.212,4737500.0,79.42,0.0,3.25,0.3974
2010-09-21,4.178,4.31,4.134,4.154,4.154,3980000.0,78.76,0.0,3.25,0.3974
2010-09-22,4.174,4.19,3.96,3.974,3.974,4814500.0,77.29,0.0,3.25,0.3974
2010-09-23,3.978,4.0280000000000005,3.9,3.912,3.912,3340500.0,77.69,0.0,3.25,0.3974
2010-09-24,3.99,4.038,3.93,4.02,4.02,2894500.0,78.73,0.0,3.25,0.3974
2010-09-27,4.08,4.162,4.01,4.106,4.106,2093000.0,77.71,0.0,3.25,0.3974
2010-09-28,4.208,4.298,4.152,4.28,4.28,6072500.0,79.14,0.0,3.25,0.3974
2010-09-29,4.238,4.4060000000000015,4.226,4.396,4.396,9846500.0,78.79,0.0,3.25,0.3974
2010-09-30,4.4,4.43,4.038,4.082,4.082,10979000.0,80.77,0.0,3.25,0.3974
2010-10-01,4.138,4.15,4.062,4.12,4.12,2988500.0,82.69,0.0,3.25,0.4138000000000001
2010-10-04,4.086,4.234,4.06,4.198,4.198,3218000.0,83.42,0.0,3.25,0.4138000000000001
2010-10-05,4.23,4.256,4.202,4.224,4.224,1660000.0,83.35,0.0,3.25,0.4138000000000001
2010-10-06,4.212,4.252,4.064,4.092,4.092,1567000.0,85.01,0.0,3.25,0.4138000000000001
2010-10-07,4.114,4.128,4.0680000000000005,4.086,4.086,705000.0,83.67,0.0,3.25,0.4138000000000001
2010-10-08,4.086,4.158,4.078,4.086,4.086,1339000.0,83.88,0.0,3.25,0.4138000000000001
2010-10-11,4.088,4.14,4.0139999999999985,4.048,4.048,856000.0,83.08,0.0,0.0,0.4138000000000001
2010-10-12,4.04,4.056,4.006,4.048,4.048,1220000.0,82.99,0.0,3.25,0.4138000000000001
2010-10-13,4.128,4.17,4.072,4.1080000000000005,4.1080000000000005,1591000.0,84.01,0.0,3.25,0.4138000000000001
2010-10-14,4.2,4.206,4.08,4.15,4.15,1474000.0,83.55,0.0,3.25,0.4138000000000001
2010-10-15,4.178,4.18,4.05,4.1080000000000005,4.1080000000000005,1423500.0,81.94,0.0,3.25,0.4138000000000001
2010-10-18,4.104,4.128,4.044,4.046,4.046,814000.0,82.3,0.0,3.25,0.4138000000000001
2010-10-19,4.04,4.082,4.0,4.01,4.01,1226000.0,81.12,0.0,3.25,0.4138000000000001
2010-10-20,4.032,4.138,4.008,4.13,4.13,1562500.0,81.68,0.0,3.25,0.4138000000000001
2010-10-21,4.122,4.19,4.09,4.15,4.15,2085500.0,81.28,0.0,3.25,0.4138000000000001
2010-10-22,4.136,4.186,4.11,4.144,4.144,805500.0,80.75,0.0,3.25,0.4138000000000001
2010-10-25,4.188,4.1960000000000015,4.146,4.17,4.17,592500.0,81.91,0.0,3.25,0.4138000000000001
2010-10-26,4.16,4.374,4.102,4.272,4.272,3304500.0,82.62,0.0,3.25,0.4138000000000001
2010-10-27,4.25,4.276,4.13,4.2,4.2,1782500.0,81.27,0.0,3.25,0.4138000000000001
2010-10-28,4.2780000000000005,4.3,4.192,4.238,4.238,1121000.0,82.97,0.0,3.25,0.4138000000000001
2010-10-29,4.228,4.37,4.21,4.368,4.368,1403000.0,82.47,0.0,3.25,0.4138000000000001
2010-11-01,4.388,4.55,4.262,4.282,4.282,2279000.0,84.06,0.0,3.25,0.41
2010-11-02,4.336,4.376,4.21,4.25,4.25,1612500.0,84.71,0.0,3.25,0.41
2010-11-03,4.256,4.5,4.232,4.354,4.354,1863000.0,85.33,0.0,3.25,0.41
2010-11-04,4.52,5.066,4.43,4.98,4.98,9370000.0,86.83,0.0,3.25,0.41
2010-11-05,4.974,4.994,4.744,4.888,4.888,5055000.0,87.05,0.0,3.25,0.41
2010-11-08,4.9,5.0,4.806,4.996,4.996,2547500.0,87.15,0.0,3.25,0.41
2010-11-09,5.0,5.138,4.81,4.926,4.926,4782000.0,87.93,0.0,3.25,0.41
2010-11-10,4.896,5.994,4.81,5.872000000000001,5.872000000000001,15302500.0,87.92,0.0,3.25,0.41
2010-11-11,5.72,5.82,5.466,5.608,5.608,9726500.0,88.08,0.0,0.0,0.41
2010-11-12,5.65,6.1,5.614,5.968,5.968,13645500.0,86.07,0.0,3.25,0.41
2010-11-15,6.044,6.587999999999999,6.044,6.16,6.16,13114500.0,85.49,0.0,3.25,0.41
2010-11-16,6.2,6.28,5.684,5.934,5.934,6738000.0,83.98,0.0,3.25,0.41
2010-11-17,6.04,6.15,5.722,5.898,5.898,3750000.0,83.36,0.0,3.25,0.41
2010-11-18,6.134,6.148,5.784,5.978,5.978,4780500.0,83.7,0.0,3.25,0.41
2010-11-19,6.032,6.274,5.94,6.198,6.198,5752500.0,83.17,0.0,3.25,0.41
2010-11-22,6.314,6.69,6.3,6.68,6.68,7648500.0,82.34,0.0,3.25,0.41
2010-11-23,6.658,7.136,6.438,6.914,6.914,7889000.0,82.37,0.0,3.25,0.41
2010-11-24,7.0539999999999985,7.194,6.8660000000000005,7.0939999999999985,7.0939999999999985,7125000.0,84.53,0.0,3.25,0.41
2010-11-26,7.12,7.2,6.95,7.064,7.064,1753000.0,84.78,0.0,3.25,0.41
2010-11-29,7.0820000000000025,7.19,6.666,6.8660000000000005,6.8660000000000005,5728000.0,85.9,0.0,3.25,0.41
2010-11-30,6.7479999999999976,7.066,6.682,7.066,7.066,11113000.0,86.02,0.0,3.25,0.41
2010-12-01,7.174,7.284,6.69,6.87,6.87,6496000.0,88.56,0.0,3.25,0.4201666666666667
2010-12-02,6.8020000000000005,6.86,6.24,6.47,6.47,10035000.0,89.37,0.0,3.25,0.4201666666666667
2010-12-03,6.402,6.45,6.174,6.297999999999999,6.297999999999999,5800500.0,90.65,0.0,3.25,0.4201666666666667
2010-12-06,6.27,6.29,5.912000000000001,6.062,6.062,6372000.0,91.25,0.0,3.25,0.4201666666666667
2010-12-07,6.098,6.48,6.01,6.312,6.312,6556500.0,90.78,0.0,3.25,0.4201666666666667
2010-12-08,6.496,6.4979999999999976,6.3039999999999985,6.474,6.474,3300000.0,89.74,0.0,3.25,0.4201666666666667
2010-12-09,6.502000000000002,6.544,6.33,6.41,6.41,2030000.0,89.93,0.0,3.25,0.4201666666666667
2010-12-10,6.41,6.584,6.226,6.3039999999999985,6.3039999999999985,2147000.0,89.54,0.0,3.25,0.4201666666666667
2010-12-13,6.3279999999999985,6.354,6.08,6.11,6.11,2052000.0,90.4,0.0,3.25,0.4201666666666667
2010-12-14,6.058,6.0779999999999985,5.5520000000000005,5.706,5.706,8828500.0,90.63,0.0,3.25,0.4201666666666667
2010-12-15,5.734,5.994,5.706,5.92,5.92,3714500.0,91.33,0.0,3.25,0.4201666666666667
2010-12-16,6.0,6.182,5.93,6.162000000000001,6.162000000000001,3950500.0,91.09,0.0,3.25,0.4201666666666667
2010-12-17,6.268,6.308,6.142,6.272,6.272,4065000.0,91.11,0.0,3.25,0.4201666666666667
2010-12-20,6.3279999999999985,6.438,6.252000000000002,6.34,6.34,2617000.0,91.31,0.0,3.25,0.4201666666666667
2010-12-21,6.36,6.5379999999999985,6.3420000000000005,6.452000000000001,6.452000000000001,3888500.0,93.11,0.0,3.25,0.4201666666666667
2010-12-22,6.45,6.572,6.34,6.526,6.526,4166500.0,93.55,0.0,3.25,0.4201666666666667
2010-12-23,6.252000000000002,6.496,5.984,6.018,6.018,7763000.0,93.63,0.0,3.25,0.4201666666666667
2010-12-27,5.604,5.716,5.012,5.11,5.11,46509500.0,93.08,0.0,3.25,0.4201666666666667
2010-12-28,5.17,5.35,5.0,5.282,5.282,20281500.0,93.52,0.0,3.25,0.4201666666666667
2010-12-29,5.4060000000000015,5.602,5.3,5.546,5.546,16596000.0,93.52,0.0,3.25,0.4201666666666667
2010-12-30,5.54,5.58,5.276,5.3,5.3,10205500.0,92.5,0.0,3.25,0.4201666666666667
2010-12-31,5.314,5.45,5.3,5.3260000000000005,5.3260000000000005,7089500.0,93.23,0.0,3.25,0.4201666666666667
2011-01-03,5.3679999999999986,5.4,5.18,5.324,5.324,6415000.0,95.82,0.0,3.25,0.4268666666666666
2011-01-04,5.332000000000002,5.39,5.204,5.334,5.334,5937000.0,93.52,0.0,3.25,0.4268666666666666
2011-01-05,5.296,5.38,5.238,5.3660000000000005,5.3660000000000005,7233500.0,95.07,0.0,3.25,0.4268666666666666
2011-01-06,5.3660000000000005,5.6,5.362,5.5760000000000005,5.5760000000000005,10306000.0,94.95,0.0,3.25,0.4268666666666666
2011-01-07,5.6,5.716,5.58,5.648,5.648,11239500.0,94.25,0.0,3.25,0.4268666666666666
2011-01-10,5.634,5.7360000000000015,5.61,5.69,5.69,6713500.0,95.05,0.0,3.25,0.4268666666666666
2011-01-11,5.718,5.742000000000001,5.384,5.392,5.392,8551000.0,96.8,0.0,3.25,0.4268666666666666
2011-01-12,5.402,5.48,5.3039999999999985,5.392,5.392,4822000.0,97.86,0.0,3.25,0.4268666666666666
2011-01-13,5.392,5.394,5.232,5.244,5.244,3618000.0,97.86,0.0,3.25,0.4268666666666666
2011-01-14,5.23,5.316,5.122000000000001,5.15,5.15,5960000.0,97.86,0.0,3.25,0.4268666666666666
2011-01-18,5.096,5.127999999999999,4.95,5.127999999999999,5.127999999999999,8108500.0,97.83,0.0,3.25,0.4268666666666666
2011-01-19,5.0539999999999985,5.0939999999999985,4.75,4.806,4.806,11857500.0,98.42,0.0,3.25,0.4268666666666666
2011-01-20,4.806,4.89,4.474,4.524,4.524,11399500.0,96.27,0.0,3.25,0.4268666666666666
2011-01-21,4.624,4.718,4.542,4.6080000000000005,4.6080000000000005,6085000.0,96.84,0.0,3.25,0.4268666666666666
2011-01-24,4.706,4.962,4.646,4.898,4.898,8225500.0,96.76,0.0,3.25,0.4268666666666666
2011-01-25,4.93,4.978,4.8039999999999985,4.936,4.936,6357500.0,96.76,0.0,3.25,0.4268666666666666
2011-01-26,4.942,4.976,4.82,4.95,4.95,5399500.0,96.04,0.0,3.25,0.4268666666666666
2011-01-27,4.948,5.016,4.9060000000000015,4.984,4.984,4478500.0,96.48,0.0,3.25,0.4268666666666666
2011-01-28,4.976,4.976,4.75,4.802,4.802,5242000.0,97.06,0.0,3.25,0.4268666666666666
2011-01-31,4.81,4.824,4.7,4.82,4.82,4151500.0,98.97,0.0,3.25,0.4268666666666666
2011-02-01,4.862,4.9460000000000015,4.708,4.782,4.782,3539000.0,100.4,0.0,3.25,0.4360333333333333
2011-02-02,4.832,4.836,4.734,4.788,4.788,2847500.0,101.3,0.0,3.25,0.4360333333333333
2011-02-03,4.7639999999999985,4.78,4.63,4.726,4.726,2560000.0,101.69,0.0,3.25,0.4360333333333333
2011-02-04,4.688,4.734,4.644,4.692,4.692,2720000.0,99.43,0.0,3.25,0.4360333333333333
2011-02-07,4.652,4.652,4.5760000000000005,4.614,4.614,4475500.0,99.44,0.0,3.25,0.4360333333333333
2011-02-08,4.756,5.05,4.6,4.898,4.898,17524500.0,99.25,0.0,3.25,0.4360333333333333
2011-02-09,4.8260000000000005,4.836,4.558,4.642,4.642,13178000.0,100.16,0.0,3.25,0.4360333333333333
2011-02-10,4.652,4.728,4.562,4.644,4.644,4180500.0,100.74,0.0,3.25,0.4360333333333333
2011-02-11,4.65,4.75,4.588,4.65,4.65,3172500.0,99.93,0.0,3.25,0.4360333333333333
2011-02-14,4.728,4.828,4.61,4.6160000000000005,4.6160000000000005,6415500.0,103.12,0.0,3.25,0.4360333333333333
2011-02-15,4.602,4.634,4.512,4.5680000000000005,4.5680000000000005,4768500.0,102.48,0.0,3.25,0.4360333333333333
2011-02-16,4.62,4.994,4.614,4.9460000000000015,4.9460000000000015,20575500.0,102.78,0.0,3.25,0.4360333333333333
2011-02-17,4.926,5.098,4.71,4.72,4.72,13092000.0,103.45,0.0,3.25,0.4360333333333333
2011-02-18,4.666,4.698,4.592,4.636,4.636,11853500.0,102.2,0.0,3.25,0.4360333333333333
2011-02-22,4.5760000000000005,4.6,4.356,4.374,4.374,10323000.0,106.82,0.0,3.25,0.4360333333333333
2011-02-23,4.436,4.5,4.222,4.3660000000000005,4.3660000000000005,8028000.0,109.77,0.0,3.25,0.4360333333333333
2011-02-24,4.356,4.516,4.3,4.506,4.506,5276500.0,113.91,0.0,3.25,0.4360333333333333
2011-02-25,4.562,4.77,4.538,4.722,4.722,6731500.0,111.47,0.0,3.25,0.4360333333333333
2011-02-28,4.748,4.82,4.7,4.7780000000000005,4.7780000000000005,5256000.0,112.27,0.0,3.25,0.4360333333333333
2011-03-01,4.81,4.864,4.74,4.788,4.788,5532000.0,113.34,0.0,3.25,0.4419666666666667
2011-03-02,4.7639999999999985,4.856,4.746,4.8039999999999985,4.8039999999999985,3316500.0,116.89,0.0,3.25,0.4419666666666667
2011-03-03,4.896,4.958,4.812,4.872,4.872,3201000.0,114.42,0.0,3.25,0.4419666666666667
2011-03-04,4.896,4.998,4.756,4.99,4.99,7900500.0,115.71,0.0,3.25,0.4419666666666667
2011-03-07,4.9860000000000015,5.08,4.94,4.988,4.988,10168000.0,116.58,0.0,3.25,0.4419666666666667
2011-03-08,4.92,4.992,4.8,4.932,4.932,6999500.0,112.32,0.0,3.25,0.4419666666666667
2011-03-09,4.932,4.998,4.854,4.944,4.944,4624000.0,115.19,0.0,3.25,0.4419666666666667
2011-03-10,4.888,4.898,4.746,4.802,4.802,5085000.0,114.07,0.0,3.25,0.4419666666666667
2011-03-11,4.77,4.85,4.706,4.814,4.814,4654000.0,114.07,0.0,3.25,0.4419666666666667
2011-03-14,4.7639999999999985,4.8,4.64,4.65,4.65,5830000.0,112.95,0.0,3.25,0.4419666666666667
2011-03-15,4.44,4.592,4.36,4.59,4.59,6594000.0,111.11,0.0,3.25,0.4419666666666667
2011-03-16,4.572,4.65,4.538,4.564,4.564,5848500.0,110.96,0.0,3.25,0.4419666666666667
2011-03-17,4.648,4.686,4.5280000000000005,4.562,4.562,4613000.0,114.18,0.0,3.25,0.4419666666666667
2011-03-18,4.638,4.638,4.502,4.592,4.592,3439500.0,114.13,0.0,3.25,0.4419666666666667
2011-03-21,4.61,4.61,4.508,4.546,4.546,2058500.0,114.92,0.0,3.25,0.4419666666666667
2011-03-22,4.546,4.572,4.4,4.438,4.438,2914500.0,115.63,0.0,3.25,0.4419666666666667
2011-03-23,4.422,4.454,4.354,4.442,4.442,2114000.0,115.65,0.0,3.25,0.4419666666666667
2011-03-24,4.428,4.476,4.396,4.466,4.466,2311000.0,115.41,0.0,3.25,0.4419666666666667
2011-03-25,4.4860000000000015,4.6,4.48,4.55,4.55,2840000.0,115.45,0.0,3.25,0.4419666666666667
2011-03-28,4.54,4.708,4.51,4.65,4.65,5290500.0,115.95,0.0,3.25,0.4419666666666667
2011-03-29,4.66,4.8,4.642,4.784,4.784,3777000.0,115.58,0.0,3.25,0.4419666666666667
2011-03-30,4.822,4.898,4.602,4.742,4.742,6116500.0,115.35,0.0,3.25,0.4419666666666667
2011-03-31,5.31,5.742000000000001,5.3,5.55,5.55,57589000.0,116.94,0.0,3.25,0.4419666666666667
2011-04-01,5.49,5.636,5.314,5.332000000000002,5.332000000000002,14324000.0,118.63,0.0,3.25,0.4442
2011-04-04,5.3660000000000005,5.4,5.046,5.166,5.166,13046500.0,120.07,0.0,3.25,0.4442
2011-04-05,5.18,5.4,5.138,5.34,5.34,15904500.0,122.87,0.0,3.25,0.4442
2011-04-06,5.398,5.402,5.16,5.297999999999999,5.297999999999999,6441500.0,123.01,0.0,3.25,0.4442
2011-04-07,5.37,5.587999999999999,5.29,5.448,5.448,14051500.0,122.9,0.0,3.25,0.4442
2011-04-08,5.516,5.52,5.272,5.297999999999999,5.297999999999999,9732000.0,126.3,0.0,3.25,0.4442
2011-04-11,5.294,5.306,5.004,5.0539999999999985,5.0539999999999985,6847000.0,126.46,0.0,3.25,0.4442
2011-04-12,5.016,5.042,4.86,4.93,4.93,6787000.0,121.33,0.0,3.25,0.4442
2011-04-13,5.026,5.138,4.962,4.9860000000000015,4.9860000000000015,6057500.0,122.7,0.0,3.25,0.4442
2011-04-14,4.974,5.056,4.84,5.0280000000000005,5.0280000000000005,4917000.0,122.74,0.0,3.25,0.4442
2011-04-15,5.13,5.2360000000000015,5.082,5.1160000000000005,5.1160000000000005,4717500.0,124.63,0.0,3.25,0.4442
2011-04-18,5.026,5.124,4.872,5.006,5.006,5169500.0,121.69,0.0,3.25,0.4442
2011-04-19,5.052,5.052,4.93,5.032,5.032,2743500.0,121.35,0.0,3.25,0.4442
2011-04-20,5.14,5.218,5.06,5.15,5.15,4186000.0,124.26,0.0,3.25,0.4442
2011-04-21,5.17,5.396,5.118,5.348,5.348,6930500.0,123.64,0.0,3.25,0.4442
2011-04-25,5.34,5.346,5.194,5.278,5.278,4004500.0,,0.0,3.25,0.4442
2011-04-26,5.332000000000002,5.45,5.2620000000000005,5.386,5.386,7000000.0,124.55,0.0,3.25,0.4442
2011-04-27,5.386,5.472,5.3260000000000005,5.416,5.416,4984500.0,124.94,0.0,3.25,0.4442
2011-04-28,5.414,5.5379999999999985,5.3439999999999985,5.532,5.532,8000000.0,126.59,0.0,3.25,0.4442
2011-04-29,5.5379999999999985,5.574,5.484,5.52,5.52,3630000.0,,0.0,3.25,0.4442
2011-05-02,5.52,5.56,5.412000000000001,5.49,5.49,3923000.0,126.64,0.0,3.25,0.4093333333333333
2011-05-03,5.476,5.478,5.3,5.374,5.374,4569500.0,124.01,0.0,3.25,0.4093333333333333
2011-05-04,5.356,5.4,5.15,5.337999999999999,5.337999999999999,5222500.0,121.55,0.0,3.25,0.4093333333333333
2011-05-05,5.44,5.488,5.234,5.2879999999999985,5.2879999999999985,6092500.0,111.93,0.0,3.25,0.4093333333333333
2011-05-06,5.38,5.54,5.324,5.424,5.424,4908500.0,113.69,0.0,3.25,0.4093333333333333
2011-05-09,5.4,5.6,5.37,5.5820000000000025,5.5820000000000025,4582000.0,113.21,0.0,3.25,0.4093333333333333
2011-05-10,5.648,5.79,5.5820000000000025,5.666,5.666,7676500.0,117.82,0.0,3.25,0.4093333333333333
2011-05-11,5.64,5.66,5.384,5.414,5.414,4812500.0,115.66,0.0,3.25,0.4093333333333333
2011-05-12,5.414,5.547999999999999,5.33,5.534,5.534,3140000.0,112.87,0.0,3.25,0.4093333333333333
2011-05-13,5.6,5.638,5.46,5.51,5.51,3307500.0,113.08,0.0,3.25,0.4093333333333333
2011-05-16,5.598,5.598,5.31,5.32,5.32,3778500.0,113.72,0.0,3.25,0.4093333333333333
2011-05-17,5.4,5.4,5.144,5.192,5.192,6171000.0,109.39,0.0,3.25,0.4093333333333333
2011-05-18,5.22,5.294,5.104,5.27,5.27,3647500.0,112.54,0.0,3.25,0.4093333333333333
2011-05-19,5.4060000000000015,5.688,5.32,5.64,5.64,13275500.0,113.2,0.0,3.25,0.4093333333333333
2011-05-20,5.652,5.6560000000000015,5.47,5.5939999999999985,5.5939999999999985,4212500.0,111.25,0.0,3.25,0.4093333333333333
2011-05-23,5.524,5.524,5.324,5.364,5.364,4318000.0,110.13,0.0,3.25,0.4093333333333333
2011-05-24,5.404,5.5,5.32,5.3439999999999985,5.3439999999999985,3068500.0,112.52,0.0,3.25,0.4093333333333333
2011-05-25,5.38,5.8020000000000005,5.234,5.796,5.796,23465500.0,114.47,0.0,3.25,0.4093333333333333
2011-05-26,5.7639999999999985,5.952000000000001,5.62,5.896,5.896,16684500.0,115.06,0.0,3.25,0.4093333333333333
2011-05-27,5.908,5.934,5.7639999999999985,5.91,5.91,8435500.0,114.85,0.0,3.25,0.4093333333333333
2011-05-31,5.938,6.056,5.91,6.028,6.028,16452500.0,117.18,0.0,3.25,0.4093333333333333
2011-06-01,6.0,6.02,5.676,5.704,5.704,7649500.0,116.15,0.0,3.25,0.3962
2011-06-02,5.704,5.864,5.702000000000001,5.752000000000002,5.752000000000002,4931500.0,114.3,0.0,3.25,0.3962
2011-06-03,5.99,6.3,5.9,6.026,6.026,31046000.0,115.09,0.0,3.25,0.3962
2011-06-06,6.02,6.026,5.652,5.74,5.74,11655500.0,115.4,0.0,3.25,0.3962
2011-06-07,5.7879999999999985,5.877999999999999,5.652,5.674,5.674,6110500.0,116.14,0.0,3.25,0.3962
2011-06-08,5.688,5.72,5.404,5.424,5.424,8479500.0,118.43,0.0,3.25,0.3962
2011-06-09,5.4860000000000015,5.62,5.42,5.524,5.524,8016000.0,119.95,0.0,3.25,0.3962
2011-06-10,5.504,5.66,5.47,5.572,5.572,7833000.0,118.71,0.0,3.25,0.3962
2011-06-13,5.614,5.776,5.5760000000000005,5.686,5.686,8567000.0,120.49,0.0,3.25,0.3962
2011-06-14,5.7079999999999975,5.94,5.704,5.72,5.72,7867000.0,120.35,0.0,3.25,0.3962
2011-06-15,5.688,5.69,5.414,5.464,5.464,6725000.0,114.67,0.0,3.25,0.3962
2011-06-16,5.534,5.6,5.148,5.3,5.3,9211000.0,114.69,0.0,3.25,0.3962
2011-06-17,5.374,5.54,5.228,5.3,5.3,8570000.0,113.74,0.0,3.25,0.3962
2011-06-20,5.257999999999999,5.292000000000002,5.1,5.202000000000001,5.202000000000001,7689000.0,112.21,0.0,3.25,0.3962
2011-06-21,5.247999999999998,5.546,5.2,5.506,5.506,7480000.0,112.02,0.0,3.25,0.3962
2011-06-22,5.474,5.65,5.42,5.442,5.442,7378000.0,113.59,0.0,3.25,0.3962
2011-06-23,5.44,5.544,5.242000000000001,5.5420000000000025,5.5420000000000025,5850000.0,108.27,0.0,3.25,0.3962
2011-06-24,5.528,5.5939999999999985,5.452000000000001,5.5139999999999985,5.5139999999999985,18042500.0,104.79,0.0,3.25,0.3962
