"Data Source","World Development Indicators",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Australia","AUS","Real interest rate (%)","FR.INR.RINR","","2.20744017417745","5.57962451854376","3.27387396106451","1.73121055876581","2.26418151022713","2.61716750357333","0.485311503690408","3.25976863071328","1.06971123512267","1.68652944969546","1.9622886224768","0.783360310626701","-1.50419105571319","-6.02011536182266","-5.33789384837283","-3.598997077205","-1.38497309292711","1.05251409562529","0.451467683765821","-0.0334345224517089","2.10702242976225","1.41627582528559","2.05056633441292","3.37167515081736","7.44425590177253","8.02611461888028","7.5012860522287","6.4116952935292","6.59630352343881","9.66979140801637","10.0708369875589","8.94668806343114","8.44730147628195","7.98478363788474","8.05496602512549","6.84874291443544","5.86111439266551","5.3423869552153","6.18751352850882","5.00773848994356","2.12276861222194","3.40471750667865","3.39327338785933","3.61912809325564","3.33452109421493","2.39807601982717","3.03223743254623","4.19299802795191","0.970416420197005","6.04141574273841","1.39739524085704","5.02517827718441","6.31118103163677","4.40524882281113","6.15850255705118","5.98574231814136","1.45051082926735","3.30362396248425","1.73965018749557","",
"Austria","AUT","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0179866625552","16.954607126024","6.36757336981929","16.7690793359589","12.6244059518584","7.94230103486085","5.92029112464695","2.00903637766665","5.86921083003594","-1.20386431843874","-6.41437042746196","47.9994512281144","6.03790538848071","-4.5090716814242","15.0720534611728","17.7236083633117","19.4463810439089","28.88877193029","1.52395797557504","0.272137797609815","4.69218431658089","17.5511605887881","",
"Burundi","BDI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","-0.451262624468179","-11.2032255104012","-3.76686094684199","19.2292447871319","5.98831967000897","5.23492170071383","-4.45006339753914","6.59678082637513","16.9803375449622","15.963391072313","8.22173811217478","-2.4026250109386","5.9971424721037","8.34847759852903","7.83342951672534","5.59112035265417","7.0908334336198","-0.727268464698473","","","3.54367365832104","0.245048218192701","-16.6791975356856","2.73290368762485","18.2520363062058","5.61440230161237","4.51452118694417","-0.333712699963746","13.8331873120086","7.91511494729555","-6.19483555607477","3.27455906374992","3.55415724152079","4.49248947174494","0.024113858875751","6.66204458651637","9.84140750593878","-4.94904459332227","13.1515464599865","3.00360573394454","18.1576730371499","13.5992667416563","",
"Belgium","BEL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59609815466937","2.5881456183227","4.3445629753372","-1.36233108364526","2.37742857428905","4.19549019095698","1.46803081679031","-2.46960852040217","3.8365929537006","5.5999917955037","4.26633438639017","4.58009973405583","5.52822950617684","","","",
"Burkina Faso","BFA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.94407010230327","5.43552158407958","2.20437671732213","-3.82524862969847","2.51157897482346","1.28514116864368","-1.38852899116612","-0.741639726086965","7.57804129656273","5.99591815013389","7.53696501940488","2.70957673809553","3.07920562504415","","","",
"Bangladesh","BGD","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","33.7950583515842","13.8615622627323","-12.2692196668971","-2.0948676474775","-5.98813218232577","1.12798479969126","1.16377387983958","2.43947329768905","3.02081321608485","-6.21192691521761","4.3745056936523","3.35321767892843","6.83736162271189","6.00688829654437","7.8032155756199","11.7189873517609","11.0503571324082","13.740969265767","9.12576468736005","5.45528455869329","-5.16455192975118","8.85332104171711","7.82564810966881","8.97864304756307","8.99820323722306","9.25695571916244","8.38969935757469","5.88445427995391","5.58235561096319","5.7642691214207","5.46699380434047","5.78911143822013","4.66174257174024","6.14653832728063","4.73613754607852","5.06420237870107","5.34330921717459","5.98869861388979","6.88586627498447","5.51264431643061","3.44928892403629","3.06862383148702","3.83855346459969","4.8793157691253","",
"Bulgaria","BGR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.06847539359392","17.0524852028895","17.2611748201319","-23.9864811027701","139.811942347289","-69.134170624631","-14.4248971767514","9.99028453588731","3.88331133436799","4.69866079673568","5.24141174756772","6.13170925063446","3.04947176044204","2.03142648030406","2.00045616803057","-0.97742183905402","2.52466059665265","6.99873067010359","9.88565862709738","4.42360901559576","8.06443377556907","9.77772308813964","7.76458901803731","4.88675312624133","3.75903454531967","1.43927408440537","0.914254448945901","-0.0985885295970158","",
"Bahrain","BHR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8990788801839","6.79616153081577","5.67650699259481","4.26721433414046","3.41972661628232","11.4748705922866","15.8180442537609","14.294301790096","3.15013764667973","10.4967030867902","12.099822197302","11.1609455375469","20.2848631275658","8.84268358322294","-14.1458564333436","14.545594665075","4.82736149404246","-0.283027354056363","-2.7810932210335","-5.19902924913246","-0.796745563030568","-0.156120281991427","-2.821019813817","24.061967721618","-0.180215875919306","-2.68453373074554","2.93184586033418","5.52961851204117","7.66732842513014","16.0322833513253","","","","","",
"Bahamas, The","BHS","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","6.94438712310399","7.63923724615222","7.09268098930957","0.52591609491763","0.751287393657453","-5.68308500562306","7.04469061043239","4.73974026382963","7.58791858973762","1.72652926047562","4.38524364451918","2.26450422769055","7.40576480108515","7.05883980379841","3.73669961272715","6.28283714963996","4.02073579719404","8.38172771281935","4.59138626415737","5.90021927518225","5.70956043828823","-37.9053386286309","3.5912614545872","1.35689290972319","5.03170303104966","5.62664228999839","1.96143620457711","4.79001241576929","4.74874485639937","0.461577160665702","4.63369387269038","2.4794046802587","3.95221181895047","6.60501800428926","5.91590878963777","5.97209669394526","1.43580032378823","3.17638074037917","2.13154846778404","-2.14685831004906","3.57728523612817","2.49933264572861","3.54640874298544","2.7955919276082","",
"Bosnia and Herzegovina","BIH","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.88455115615136","9.86746889835012","1.69634928734271","12.7208364012791","0.201657704671484","0.916564632059317","-0.348786494633058","7.73458706119198","6.28833227166525","4.82716190407763","6.61278645700201","7.27771490645074","5.57922443360098","4.36261896750082","3.77386840261323","1.5909268219241","0.991634278314321","1.17049145811906","",
"Belarus","BLR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-89.299391469589","-85.1883271988588","-87.8528574180936","-63.8872583383395","5.60715853319798","-23.215656000026","-28.0828260960878","-63.7610255027735","-41.2295490194762","-18.1401862688928","-5.52846907004785","-5.13471706389011","-4.7008627360939","-6.39967134213384","-1.72187161489498","-3.8075656979744","-10.4472953859825","2.21157583465926","-1.8634191922598","-33.5969466292931","-31.8270993969285","-1.7516160714714","0.538935443768887","1.77624138938041","5.5916335198042","0.953355741211775","-3.07064409440835","2.30013394195092","",
"Belize","BLZ","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","23.1903458895678","6.35870007869511","4.70817806163493","16.6981101591554","10.0662838351702","4.16140321070048","9.47878640534548","11.4863406476055","13.8448674075521","17.994083882755","9.92974942906174","12.5085425073119","10.7996442201288","9.06243934445596","14.0539985791148","18.0342077118904","14.7748827649845","18.929931210112","15.455495810524","15.8065056332892","12.9068377792562","17.5875879472243","11.6909228581869","11.1156644954313","9.02444721186797","9.35860319766885","11.1554341261837","17.2873645542948","12.1999537265637","8.92540416617478","10.4633806704072","8.97879401375078","9.09006789977202","9.44886960307397","6.75728510241701","7.77176304671476","9.33561387134671","8.8678772520814","",
"Bermuda","BMU","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0962226830888","18.2844556969468","21.2807364226125","21.9711413534154","19.9321737664258","28.5447749865532","44.4076283501889","44.1131608753868","35.5300891960369","39.7798698782455","41.9516007872006","30.2290470369975","32.1815279320341","27.9483924327578","17.8530989092351","17.3230567258656","10.6586089111105","6.0223314553407","10.0756710775693","-1.55933369267428","5.11062820266868","3.16371915242944","15.1460393041453","1.0410375032615","-3.21717486437281","3.76719094883499","4.77002998357857","7.49119541655894","13.3088041526955","9.434726041577","1.93142175105819","4.83325854274027","9.15598770969847","",
"Brazil","BRA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.4088449772594","77.6168379979129","67.0609170956757","48.5047281930591","45.6378187136298","48.3404374437697","46.4473988422892","43.7791527193086","44.6351679022297","41.2403264794732","35.0225154651078","35.3667577931037","34.7920096447121","29.1158055318831","32.8334928312655","26.5820297289778","18.4988716075334","22.403672441435","33.832343966101","40.6983614489962","41.7603044530048","34.6591866882179","31.9917025996146","",
"Barbados","BRB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","-0.661277885775816","3.21289842090424","5.79891095229361","6.00547835606626","6.8088862143323","4.3925062866407","1.31568766994698","6.50089220163312","2.89551144155309","7.41201551811264","7.58061371444357","11.1819481266434","3.53751346699767","6.72488138016936","8.89347976720335","7.27686640865562","8.83542297490018","0.962936974933661","4.75174484420047","11.6646436233662","7.1663157659184","7.52383812960125","7.30263970881219","2.36722397218736","2.34273499304089","5.77941393673818","2.14157634921149","8.23430984713825","11.0756413534798","4.70229723899915","5.01248523886205","9.31966409138255","5.63579420805035","7.79889486220271","10.2699949282916","8.09184740511231","5.33567993957996","5.13151385702261","","",
"Brunei Darussalam","BRN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.541347546287","-5.46084714400853","-18.2270122953957","11.7488836451894","5.10668078537922","-0.569825437592307","-8.96238536172462","-11.1701021290985","-4.13249944166551","4.33102543162265","-6.38260335073912","35.4151176012295","-9.58818021268441","-12.2153799939922","4.22974924952795","8.56290831022711","7.48465830668718","28.0538776538247","16.1483166595917","0.520524537514073","-3.40389430603438","9.14067991978536","",
"Bhutan","BTN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","7.01018982245124","7.83902147503876","4.50549181618899","8.17156742860735","7.79401808509234","14.5374166440976","0.261941897930561","8.99895862648575","8.78937824499861","5.73337207740982","7.04800479448995","8.14661823584561","3.30640417325287","7.35987121388711","7.35161746341627","3.12449684295299","4.968226633212","7.97195305615918","17.333217312251","9.96157227305643","10.2172605840531","11.7607497151611","10.891529942088","8.11803515911804","8.13901573143215","10.7296644567872","7.90793215258482","8.58536923127558","7.61646393135749","5.05915192771409","4.41479520402849","7.71480955493276","6.64419679566139","10.9492914093935","9.35645672842586","8.70090456808108","12.0079587736315","","",
"Botswana","BWA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","-1.55665498917784","9.72190950390689","19.7818913141621","4.25720165449616","-2.96896350871054","-9.27115319531361","-2.68386492096155","-2.39060478543999","-12.1141666206502","-5.26368231641505","1.48163823609309","6.32797889298233","6.90244647169898","1.63797035769948","4.06788511822647","6.77649372099253","-1.38848066101701","8.53034221162933","3.34968974627504","0.473255913388857","1.14582525748908","6.86638438682302","14.8447009979468","12.7261594028246","5.15195656692344","0.230180572471775","8.36041736620967","10.7573146968074","11.2788519322912","6.85039093717767","2.33045676528745","-2.59580073296448","10.7853292724524","7.7022598676851","-2.59496233463233","5.97324243550014","-4.15638336619617","4.15404315888556","5.27101219956143","5.71792747510228","",
"Central African Republic","CAF","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Real interest rate (%)","FR.INR.RINR","","3.08434502191211","4.34478612976806","3.52987247287691","2.83585531513651","1.91334464825834","0.99917351591182","1.44392139922629","2.74647409207131","2.98600171496345","3.61522898594804","1.4275830813966","0.154899051386603","-1.97850903627104","-4.2420136761432","-1.50611902767269","1.14647679872459","1.57533039943626","2.6261508227518","2.55338425684633","3.78888300823817","7.65650259671087","6.42435276388646","5.11243742729256","8.22644974510534","7.02467394498435","7.21407392969508","4.51987755825369","5.99593314850263","8.22459429448729","10.2983721694267","6.68105127141294","5.90741443510825","4.5806778127544","5.32734392069137","6.2609378382281","4.25224642812195","3.77439403568673","5.68096571401688","3.26407129666483","2.5486506574754","3.71317225145447","3.33947918159383","3.38686475820576","1.50587994336686","2.99117898870277","4.66743017464593","7.53159520859374","0.703543845534648","4.8230881815097","-0.256568985928307","-0.228971703425267","1.52912910873864","1.24099045283682","1.03526943005136","3.68401598529983","1.93140659930498","0.236962638310754","","","",
"Central Europe and the Baltics","CEB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.28909309155947","2.38037498186201","2.40850436600258","2.36794165998601","2.86734175993172","2.66319691961664","3.33627305894467","3.32799880790304","3.27119356859497","3.22000669341868","2.39113963459589","2.22812840367735","",
"Channel Islands","CHI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","-1.21143326793629","4.03791191926063","5.4169263073526","-0.414447087225852","19.562129163044","21.5546991960102","5.91842611023627","9.25942519389821","10.8603139991826","5.13320170350891","5.80121429815906","13.5400121843446","12.2340714051335","18.9296152713703","10.1131850997076","10.1384536123584","7.73159921881536","4.22276078016899","1.52987059143428","-2.52433147048355","-0.89649177178547","-3.71134383401726","3.16432728831726","13.3223297420224","2.48041240930163","-3.86139718387224","5.73860806980181","8.82733839711607","7.14401959015339","2.06947856379144","0.534893124799237","1.07062138293338","-0.218700841287643","1.77562663504419","","",
"China","CHN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","1.21586422442092","2.67858245733469","7.26924841537952","6.03629373610259","2.10312043091583","-2.06633758803292","3.09625835677101","2.72921951191428","-2.76161279278108","2.50055772498111","3.43856643586255","1.83346578349219","0.408280499531186","-3.66503819624637","-7.97724778364842","-1.41684830233214","3.36043870975389","6.90581616839681","7.34817842026591","7.20986021161545","3.7120168262169","3.73066325103865","4.67686131548777","2.63588242361434","-1.28496144699763","1.61435765826263","2.10924007781424","-0.25910158941228","-2.30240324136077","5.53218101843858","-1.00218319625417","-1.40234838480947","3.58125274547702","3.75777462903145","4.5210974755579","4.35358832841461","2.90177457283901","0.11162850083358","0.823237520157081","2.72512442471957","",
"Cote d'Ivoire","CIV","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.67402500699183","2.94135128174506","1.76670428326103","-3.24269074766812","2.5714378608745","-0.259132009631505","3.56223469418436","1.82667231799528","1.52059673790932","1.37520922208436","-26.2183542031898","7.54303821129377","7.10822154704656","","","",
"Cameroon","CMR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2173325376995","22.2243516885823","18.8343422659083","24.6947702747909","29.5828258200981","26.3303502334725","21.2447386340948","16.1472335882844","17.5247381603033","20.7667737190148","14.0840344522713","-15.6902472393751","-3.27287886621252","28.9349702039857","",
"Congo, Rep.","COG","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","8.55562592609007","13.8660467987543","11.1902745100775","14.2006591428051","-5.0982308250982","15.286572758326","11.4580593659343","8.35840500316381","14.5466691689346","19.5413245382102","20.9582073168996","14.4388808948876","23.3781484646528","14.9195708997397","-11.13795591854","13.3324808384727","9.77520490050366","7.82379797812032","7.27050966235802","9.36261382989169","6.6972959736936","9.67644438040684","8.82101697806755","8.594547353573","5.3722240266131","4.54296484242238","8.65535095377731","8.90797441037777","8.44294935194344","8.78547373201402","9.0320950572264","8.13449112757925","7.30392956608438","7.17593620813133","",
"Comoros","COM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4238779394224","17.2284160944343","3.10228896941749","7.51588248556845","6.39462200375767","7.36218094566545","10.6504754433318","7.16630934045214","6.7169660502541","7.16791385885181","9.37800361501876","8.70266714555954","7.18903113084612","6.00711211303062","8.63216303277588","9.57777850361538","11.0465217120253","8.63713711508926","10.0569625042915","9.22986794299855","6.93844098800857","",
"Cabo Verde","CPV","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.89105743300322","1.65480979725522","6.22243743470829","8.61468710265611","10.481870255391","6.94842451744028","9.29595653477438","8.96365037076237","11.056759191885","8.52159876469482","9.86118091502319","8.74307113201543","7.3372905405577","8.52983285809956","",
"Costa Rica","CRI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","-32.1286215776969","-4.40660921000178","1.11872763182423","0.308143300973884","3.1759810054895","12.4191081358026","8.28771467653996","12.0790023487611","11.8169670917395","-15.3970629044436","7.32627799550504","17.7967574057329","15.0165600841726","12.7678503309938","9.55772255976441","6.86794660324713","9.2060020674686","12.8688125789151","14.1430676496161","12.8224001432885","15.0696452204232","13.421657054946","8.79686388319904","10.2143457105635","8.09539754912549","2.0473603499144","3.95790447810231","9.01054268800234","9.87138964420232","11.09289321106","13.2782435561722","10.7439097915152","8.60653526011904","10.0758618833364","9.44589299414588","8.50933770882346","8.36967017062868","6.90718061735525","",
"Caribbean small states","CSS","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.73344204331933","0.69107454277782","3.38363953962644","2.33773122139307","4.46582415795392","2.60576884399847","5.52051926354047","5.30229147880025","2.20015156141113","3.90273075364536","4.73831912726463","2.07476354125975","5.69880896958772","4.8691001758956","2.19307697217228","4.11307980747008","3.30534432972193","7.4190375944537","5.6956873245847","3.88995618882399","3.48804979360678","2.11253825167595","3.08071675682552","2.60872137291107","2.11724829554257","0.961789531948005","0.156828654494886","",
"Germany","DEU","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","-8.44258564451432","-7.03442975029622","7.11692449747932","4.56967298873021","2.13152470881508","4.03137039084443","1.95253952480685","4.36241625014448","4.54721730730515","5.74278100509802","1.93029999228929","7.06613209313314","3.31026698864162","6.83756339525482","9.00242490189959","3.68871324317342","10.6334021362994","7.90764322330804","9.58948047559881","8.51626086488684","8.64055538598588","13.7075314864388","8.8707254725489","10.1022523440706","15.090738567161","4.96142422393014","11.5337225058096","6.96994168818566","7.52802838460834","7.44322604130682","1.86608771425642","9.13116077479208","7.0364705943789","11.2247026226428","5.31781401359216","8.98958159535929","1.72958593166966","4.20580681704293","11.653460898559","4.03835383985228","5.02483076516777","",
"Denmark","DNK","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-33.356799609093","21.5705965570283","23.7238942594425","16.8374966126071","19.1788931963517","19.3541822661529","10.5575085815306","17.9689708749836","20.4276191390512","18.2742399974909","17.184522380505","17.8958206645938","-1.55091420822536","-8.63295579738248","17.3262411862842","12.0345137141633","7.60897050122327","8.65401435672137","14.1429457947122","6.34772067859711","6.93058716155887","9.88058813419776","8.4997055837097","9.18432964152428","12.105545410125","12.834607398428","10.7819575518065","","","",
